STT,Giới tính sinh học,Bản dạng giới,Hấp dẫn tình cảm,Đối tượng hấp dẫn tình dục,Xu hướng tính dục (lần 1),Bạn có muốn xác định rõ thêm cho xu hướng tình cảm ,Bạn có thể bắt đầu mối quan hệ tình cảm với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng bắt đầu một mối quan hệ tình cảm một lần không?,Bạn nghĩ bạn được hấp dẫn tình cảm bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi bắt đầu một mối quan hệ hay không?",Bạn có muốn xác định rõ thêm cho xu hướng tình dục?,Bạn có thể quan hệ tình dục với người chưa quen biết nhiều hay không?,Bạn có thể lâu lâu có hứng quan hệ tình dục một lần không?,Bạn nghĩ bạn được hấp dẫn tình dục bởi bao nhiêu giới?,"Bạn có ""mù giới"" (tức không để ý giới và giới tính của đối phương) khi quan hệ tình dục hay không?",Xu hướng tính dục
856,Nữ ,Nam,Không,Nam và giới khác (2 giới),Chuyển giới Nam vô ái song tính,Có,Không hẳn,Có,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam bán vô ái song tính
857,Nữ ,Nam,Không,Nam và giới khác (2 giới),Chuyển giới Nam vô ái song tính,Có,Không hẳn,Không,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam vô ái song tính
858,Nữ ,Nam,Không,Nam và giới khác (2 giới),Chuyển giới Nam vô ái song tính,Có,Có,Không,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam vô ái song tính
859,Nữ ,Nam,Không,Nam và giới khác (2 giới),Chuyển giới Nam vô ái song tính,Có,Có,Có,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam bán vô ái song tính
860,Nữ ,Nam,Không,Nam và giới khác (2 giới),Chuyển giới Nam vô ái song tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam vô ái song tính
861,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Có,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam á ái toàn tính
862,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Không,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam á ái toàn tính
863,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Có,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam bán vô ái toàn tính
864,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Không,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam vô ái toàn tính
865,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Có,Không,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam vô ái toàn tính
866,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Có,Có,Bỏ,Bỏ,không,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam bán vô ái toàn  tính
867,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Chuyển giới Nam vô ái toàn tính (mù giới)
868,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Chuyển giới Nam vô ái toàn tính (không mù giới)
869,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nam vô ái đa tính
870,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam vô ái toàn tính
871,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Có,Chuyển giới Nam á ái toàn tính (mù giới)
872,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Không,Chuyển giới Nam á ái toàn tính (không mù giới)
873,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nam á ái đa tính
874,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Có,Chuyển giới Nam á ái toàn tính (mù giới)
875,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Không,Chuyển giới Nam á ái toàn tính (không mù giới)
876,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nam á ái đa tính
877,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Có,chuyển giới Nam bán vô ái toàn tính (mù giới)
878,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Không,Chuyển giới Nam bán vô ái toàn tính (không mù giới)
879,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nam bán vô ái đa tính
880,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Có,Chuyển giới Nam vô ái toàn tính (mù giới)
881,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Không,Chuyển giới Nam vô ái toàn tính (không mù giới)
882,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Không hẳn,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nam vô ái đa tính
883,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Có,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Có,Chuyển giới Nam vô ái toàn tính (mù giới)
884,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Có,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Không,Chuyển giới Nam vô ái toàn tính (không mù giới)
885,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Có,Không,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Nhiều hơn hai giới,Bỏ,Chuyển giới Nam vô ái đa tính
886,Nữ ,Nam,Không,Nhiều hơn hai giới ,Chuyển giới Nam vô ái toàn tính,Có,Có,Có,Bỏ,Bỏ,Có,Bỏ,Bỏ ,Tất cả các giới,Có,Chuyển giới Nam bán vô ái toàn tính (mù giới)
887,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam đồng ái á tính
888,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam đồng ái ái á tính
889,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam đồng ái bán vô tính
890,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam đồng ái vô tính
891,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam đồng ái vô tính
892,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam đồng ái bán vô tính
893,Nữ ,Nam,Nam,Không,Chuyển giới Nam đồng ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam đồng ái vô tính
894,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam dị ái á tính
895,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam dị ái á tính
896,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam dị ái bán vô tính
897,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam dị ái vô tính
898,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam dị ái vô tính
899,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam dị ái bán vô tính
900,Nữ ,Nam,Nữ,Không,Chuyển giới Nam dị ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam dị ái vô tính
901,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam song ái á tính
902,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam song ái ái á tính
903,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam song ái bán vô tính
904,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
905,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
906,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam song ái bán vô tính
907,Nữ ,Nam,Nữ và Nam,Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
908,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam song ái á tính
909,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam song ái ái á tính
910,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam song ái bán vô tính
911,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
912,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
913,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam song ái bán vô tính
914,Nữ ,Nam,Nữ và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
915,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam song ái á tính
916,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam song ái ái á tính
917,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam song ái bán vô tính
918,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
919,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
920,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam song ái bán vô tính
921,Nữ ,Nam,Nam và giới khác (2 giới),Không,Chuyển giới Nam song ái vô tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam song ái vô tính
922,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái á tính
923,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,,Không,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái ái á tính
924,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái bán vô tính
925,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái vô tính
926,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,,Có,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái vô tính
927,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,,Có,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái bán vô tính
928,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Không,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam toàn ái vô tính
929,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) vô tính
930,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) vô tính
931,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Không,Bỏ,Bỏ ,Bỏ,Bỏ,Chuyển giới Nam đa ái vô tính
932,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) á tính
933,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) á tính
934,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) bán vô tính
935,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) vô tính
936,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) vô tính
937,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Có,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái (mù giới) bán vô tính
938,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) á tính
939,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) á tính
940,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) bán vô tính
941,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) vô tính
942,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) vô tính
943,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Tất cả các giới,Không,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam toàn ái (không mù giới) bán vô tính
944,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không,Có,Bỏ,Bỏ,Chuyển giới Nam đa ái á tính
945,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không,Không,Bỏ,Bỏ,Chuyển giới Nam đa ái á tính
946,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không hẳn,Có,Bỏ,Bỏ,Chuyển giới Nam đa ái bán vô tính
947,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Không hẳn,Không,Bỏ,Bỏ,Chuyển giới Nam đa ái vô tính
948,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Không,Bỏ,Bỏ,Chuyển giới Nam đa ái vô tính
949,Nữ ,Nam,Nhiều hơn hai giới ,Không,Chuyển giới Nam toàn ái vô tính,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Có,Có,Có,Bỏ,Bỏ,Chuyển giới Nam đa ái bán vô tính
950,Nữ ,Nam,Nam,Nam,Chuyển giới Nam đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam đồng tính
951,Nữ ,Nam,Nam,Nữ,Chuyển giới Nam đồng ái dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam đồng ái dị tính
952,Nữ ,Nam,Nam,Nữ và Nam,Chuyển giới Nam đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam đồng ái song tính
953,Nữ ,Nam,Nam,Nữ và giới khác (2 giới),Chuyển giới Nam đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam đồng ái song tính
954,Nữ ,Nam,Nam,Nam và giới khác (2 giới),Chuyển giới Nam đồng ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam đồng ái song tính
955,Nữ ,Nam,Nam,Nhiều hơn hai giới ,Chuyển giới Nam đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,có,Bỏ,Bỏ,Tất cả các giới,Có,Đồng ái toàn tính (mù giới)
956,Nữ ,Nam,Nam,Nhiều hơn hai giới ,Chuyển giới Nam đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,có,Bỏ,Bỏ,Tất cả các giới,Không,Đồng ái toàn tính (không mù giới)
957,Nữ ,Nam,Nam,Nhiều hơn hai giới ,Chuyển giới Nam đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Đồng ái đa tính
958,Nữ ,Nam,Nam,Nhiều hơn hai giới ,Chuyển giới Nam đồng ái toàn tính,Bỏ,Bỏ,Bỏ,,,Không,Bỏ,Bỏ,Bỏ,Bỏ,Đồng ái toàn tính (không mù giới)
959,Nữ ,Nam,Nữ,Nam,Chuyển giới Nam dị ái đồng tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam dị ái đồng tính
960,Nữ ,Nam,Nữ,Nữ,Chuyển giới Nam dị tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam dị tính
961,Nữ ,Nam,Nữ,Nữ và Nam,Chuyển giới Nam dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam dị ái song tính
962,Nữ ,Nam,Nữ,Nữ và giới khác (2 giới),Chuyển giới Nam dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam dị ái song tính
963,Nữ ,Nam,Nữ,Nam và giới khác (2 giới),Chuyển giới Nam dị ái song tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Chuyển giới Nam dị ái song tính
964,Nữ ,Nam,Nữ,Nhiều hơn hai giới ,Chuyển giới Nam dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Có,Dị ái toàn tính (mù giới)
965,Nữ ,Nam,Nữ,Nhiều hơn hai giới ,Chuyển giới Nam dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Tất cả các giới,Không,Dị ái toàn tính (không mù giới)
966,Nữ ,Nam,Nữ,Nhiều hơn hai giới ,Chuyển giới Nam dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Có,Bỏ,Bỏ,Nhiều hơn hai giới,Bỏ,Dị ái đa tính
967,Nữ ,Nam,Nữ,Nhiều hơn hai giới ,Chuyển giới Nam dị ái toàn tính,Bỏ,Bỏ,Bỏ,Bỏ,Bỏ,Không,Bỏ,Bỏ,Bỏ,Bỏ,Dị ái toàn tính
